ref	query	chrom	ref_start	ref_end	source	block_no	ref_assembly	block_size	ref_chrom	bin_size_mbp
lancer	mace	chr2B	25000000	30000000	nucmer	1754	lancer	5000000	chr2B__lac	5
lancer	mattis	chr2B	15000000	20000000	nucmer	1718	lancer	5000000	chr2B__lac	5
landmark	chinese	chr2B	20000000	25000000	nucmer	1731	landmark	5000000	chr2B__ldm	5
landmark	paragon	chr2B	10000000	15000000	nucmer	1755	landmark	5000000	chr2B__ldm	5
landmark	paragon	chr2B	755000000	760000000	nucmer	1756	landmark	5000000	chr2B__ldm	5
landmark	robigus	chr2B	745000000	750000000	nucmer	1757	landmark	5000000	chr2B__ldm	5
mace	claire	chr2B	155000000	160000000	nucmer	1758	mace	5000000	chr2B__mac	5
mace	lancer	chr2B	25000000	30000000	nucmer	1754	mace	5000000	chr2B__mac	5
mace	robigus	chr2B	370000000	375000000	nucmer	1759	mace	5000000	chr2B__mac	5
stanley	cadenza	chr2B	690000000	695000000	nucmer	1760	stanley	5000000	chr2B__sta	5
stanley	claire	chr2B	765000000	770000000	nucmer	1761	stanley	5000000	chr2B__sta	5
stanley	jagger	chr2B	75000000	80000000	nucmer	1742	stanley	5000000	chr2B__sta	5
stanley	landmark	chr2B	735000000	740000000	nucmer	1680	stanley	5000000	chr2B__sta	5
stanley	paragon	chr2B	785000000	790000000	nucmer	1762	stanley	5000000	chr2B__sta	5
stanley	mattis	chr2B	685000000	690000000	nucmer	1763	stanley	5000000	chr2B__sta	5
stanley	mattis	chr2B	735000000	740000000	nucmer	1764	stanley	5000000	chr2B__sta	5
mattis	arina	chr2B	30000000	35000000	nucmer	1730	mattis	5000000	chr2B__sym	5
mattis	arina	chr2B	60000000	65000000	nucmer	1694	mattis	5000000	chr2B__sym	5
mattis	claire	chr2B	530000000	535000000	nucmer	1765	mattis	5000000	chr2B__sym	5
mattis	jagger	chr2B	15000000	20000000	nucmer	1743	mattis	5000000	chr2B__sym	5
mattis	julius	chr2B	645000000	650000000	nucmer	1751	mattis	5000000	chr2B__sym	5
mattis	robigus	chr2B	115000000	120000000	nucmer	1766	mattis	5000000	chr2B__sym	5
mattis	robigus	chr2B	645000000	650000000	nucmer	1767	mattis	5000000	chr2B__sym	5
mattis	robigus	chr2B	750000000	755000000	nucmer	1768	mattis	5000000	chr2B__sym	5
mattis	stanley	chr2B	685000000	690000000	nucmer	1763	mattis	5000000	chr2B__sym	5
mattis	stanley	chr2B	735000000	740000000	nucmer	1764	mattis	5000000	chr2B__sym	5
mattis	weebil	chr2B	325000000	330000000	nucmer	1769	mattis	5000000	chr2B__sym	5
mattis	weebil	chr2B	360000000	365000000	nucmer	1770	mattis	5000000	chr2B__sym	5
mattis	weebil	chr2B	685000000	690000000	nucmer	1771	mattis	5000000	chr2B__sym	5
claire	jagger	chr2B	245000000	520000000	nucmer	1617	jagger	275000000	chr2B__jag	5
cadenza	jagger	chr2B	245000000	485000000	nucmer	1619	jagger	240000000	chr2B__jag	5
claire	mattis	chr2B	250000000	480000000	nucmer	1620	mattis	230000000	chr2B__sym	5
cadenza	mattis	chr2B	250000000	465000000	nucmer	1622	mattis	215000000	chr2B__sym	5
cadenza	julius	chr2B	245000000	445000000	nucmer	1623	julius	200000000	chr2B__jul	5
claire	julius	chr2B	250000000	445000000	nucmer	1624	julius	195000000	chr2B__jul	5
weebil	landmark	chr2B	575000000	740000000	nucmer	1626	landmark	165000000	chr2B__ldm	5
weebil	mace	chr2B	575000000	680000000	nucmer	1629	mace	105000000	chr2B__mac	5
weebil	stanley	chr2B	635000000	720000000	nucmer	1631	stanley	85000000	chr2B__sta	5
robigus	jagger	chr2B	380000000	450000000	nucmer	1634	jagger	70000000	chr2B__jag	5
weebil	landmark	chr2B	475000000	545000000	nucmer	1635	landmark	70000000	chr2B__ldm	5
robigus	arina	chr2B	45000000	110000000	nucmer	1636	arina	65000000	chr2B__ari	5
robigus	mattis	chr2B	385000000	450000000	nucmer	1637	mattis	65000000	chr2B__sym	5
robigus	julius	chr2B	385000000	445000000	nucmer	1638	julius	60000000	chr2B__jul	5
weebil	julius	chr2B	115000000	160000000	nucmer	1641	julius	45000000	chr2B__jul	5
claire	landmark	chr2B	200000000	245000000	nucmer	1642	landmark	45000000	chr2B__ldm	5
cadenza	jagger	chr2B	75000000	115000000	nucmer	1644	jagger	40000000	chr2B__jag	5
claire	jagger	chr2B	610000000	650000000	nucmer	1645	jagger	40000000	chr2B__jag	5
claire	mattis	chr2B	125000000	165000000	nucmer	1647	mattis	40000000	chr2B__sym	5
claire	julius	chr2B	635000000	670000000	nucmer	1650	julius	35000000	chr2B__jul	5
robigus	julius	chr2B	640000000	670000000	nucmer	1652	julius	30000000	chr2B__jul	5
claire	arina	chr2B	495000000	520000000	nucmer	1653	arina	25000000	chr2B__ari	5
claire	arina	chr2B	635000000	655000000	nucmer	1655	arina	20000000	chr2B__ari	5
claire	arina	chr2B	740000000	760000000	nucmer	1656	arina	20000000	chr2B__ari	5
claire	jagger	chr2B	545000000	565000000	nucmer	1658	jagger	20000000	chr2B__jag	5
claire	jagger	chr2B	785000000	805000000	nucmer	1659	jagger	20000000	chr2B__jag	5
weebil	jagger	chr2B	665000000	685000000	nucmer	1665	jagger	20000000	chr2B__jag	5
cadenza	julius	chr2B	0	20000000	nucmer	1666	julius	20000000	chr2B__jul	5
weebil	mace	chr2B	520000000	540000000	nucmer	1669	mace	20000000	chr2B__mac	5
weebil	stanley	chr2B	555000000	575000000	nucmer	1670	stanley	20000000	chr2B__sta	5
claire	arina	chr2B	75000000	90000000	nucmer	1671	arina	15000000	chr2B__ari	5
paragon	jagger	chr2B	530000000	545000000	nucmer	1674	jagger	15000000	chr2B__jag	5
robigus	jagger	chr2B	90000000	105000000	nucmer	1675	jagger	15000000	chr2B__jag	5
robigus	julius	chr2B	725000000	740000000	nucmer	1676	julius	15000000	chr2B__jul	5
weebil	julius	chr2B	315000000	330000000	nucmer	1677	julius	15000000	chr2B__jul	5
paragon	lancer	chr2B	80000000	95000000	nucmer	1678	lancer	15000000	chr2B__lac	5
weebil	landmark	chr2B	780000000	795000000	nucmer	1681	landmark	15000000	chr2B__ldm	5
paragon	stanley	chr2B	70000000	85000000	nucmer	1683	stanley	15000000	chr2B__sta	5
weebil	stanley	chr2B	70000000	85000000	nucmer	1684	stanley	15000000	chr2B__sta	5
claire	mattis	chr2B	635000000	650000000	nucmer	1685	mattis	15000000	chr2B__sym	5
cadenza	arina	chr2B	95000000	105000000	nucmer	1686	arina	10000000	chr2B__ari	5
claire	arina	chr2B	610000000	620000000	nucmer	1687	arina	10000000	chr2B__ari	5
claire	arina	chr2B	690000000	700000000	nucmer	1688	arina	10000000	chr2B__ari	5
paragon	arina	chr2B	175000000	185000000	nucmer	1690	arina	10000000	chr2B__ari	5
paragon	arina	chr2B	475000000	485000000	nucmer	1691	arina	10000000	chr2B__ari	5
paragon	arina	chr2B	740000000	750000000	nucmer	1692	arina	10000000	chr2B__ari	5
robigus	arina	chr2B	475000000	485000000	nucmer	1693	arina	10000000	chr2B__ari	5
paragon	jagger	chr2B	760000000	770000000	nucmer	1696	jagger	10000000	chr2B__jag	5
weebil	jagger	chr2B	30000000	40000000	nucmer	1697	jagger	10000000	chr2B__jag	5
weebil	jagger	chr2B	355000000	365000000	nucmer	1698	jagger	10000000	chr2B__jag	5
claire	julius	chr2B	45000000	55000000	nucmer	1699	julius	10000000	chr2B__jul	5
robigus	julius	chr2B	45000000	55000000	nucmer	1701	julius	10000000	chr2B__jul	5
weebil	lancer	chr2B	80000000	90000000	nucmer	1703	lancer	10000000	chr2B__lac	5
cadenza	landmark	chr2B	65000000	75000000	nucmer	1704	landmark	10000000	chr2B__ldm	5
paragon	landmark	chr2B	65000000	75000000	nucmer	1706	landmark	10000000	chr2B__ldm	5
paragon	landmark	chr2B	90000000	100000000	nucmer	1707	landmark	10000000	chr2B__ldm	5
robigus	landmark	chr2B	5000000	15000000	nucmer	1708	landmark	10000000	chr2B__ldm	5
weebil	landmark	chr2B	65000000	75000000	nucmer	1709	landmark	10000000	chr2B__ldm	5
weebil	landmark	chr2B	90000000	100000000	nucmer	1710	landmark	10000000	chr2B__ldm	5
cadenza	mace	chr2B	780000000	790000000	nucmer	1711	mace	10000000	chr2B__mac	5
cadenza	stanley	chr2B	70000000	80000000	nucmer	1712	stanley	10000000	chr2B__sta	5
cadenza	stanley	chr2B	715000000	725000000	nucmer	1713	stanley	10000000	chr2B__sta	5
paragon	stanley	chr2B	760000000	770000000	nucmer	1715	stanley	10000000	chr2B__sta	5
weebil	stanley	chr2B	735000000	745000000	nucmer	1716	stanley	10000000	chr2B__sta	5
weebil	stanley	chr2B	785000000	795000000	nucmer	1717	stanley	10000000	chr2B__sta	5
robigus	mattis	chr2B	55000000	65000000	nucmer	1719	mattis	10000000	chr2B__sym	5
cadenza	arina	chr2B	0	5000000	nucmer	1720	arina	5000000	chr2B__ari	5
cadenza	arina	chr2B	630000000	635000000	nucmer	1721	arina	5000000	chr2B__ari	5
claire	arina	chr2B	50000000	55000000	nucmer	1722	arina	5000000	chr2B__ari	5
paragon	arina	chr2B	55000000	60000000	nucmer	1726	arina	5000000	chr2B__ari	5
paragon	arina	chr2B	225000000	230000000	nucmer	1727	arina	5000000	chr2B__ari	5
robigus	arina	chr2B	165000000	170000000	nucmer	1728	arina	5000000	chr2B__ari	5
robigus	arina	chr2B	650000000	655000000	nucmer	1729	arina	5000000	chr2B__ari	5
cadenza	jagger	chr2B	535000000	540000000	nucmer	1732	jagger	5000000	chr2B__jag	5
cadenza	jagger	chr2B	625000000	630000000	nucmer	1733	jagger	5000000	chr2B__jag	5
cadenza	jagger	chr2B	765000000	770000000	nucmer	1734	jagger	5000000	chr2B__jag	5
claire	jagger	chr2B	155000000	160000000	nucmer	1735	jagger	5000000	chr2B__jag	5
claire	jagger	chr2B	765000000	770000000	nucmer	1736	jagger	5000000	chr2B__jag	5
paragon	jagger	chr2B	75000000	80000000	nucmer	1738	jagger	5000000	chr2B__jag	5
paragon	jagger	chr2B	625000000	630000000	nucmer	1739	jagger	5000000	chr2B__jag	5
robigus	jagger	chr2B	130000000	135000000	nucmer	1740	jagger	5000000	chr2B__jag	5
robigus	jagger	chr2B	645000000	650000000	nucmer	1741	jagger	5000000	chr2B__jag	5
weebil	jagger	chr2B	75000000	80000000	nucmer	1744	jagger	5000000	chr2B__jag	5
claire	julius	chr2B	780000000	785000000	nucmer	1745	julius	5000000	chr2B__jul	5
paragon	julius	chr2B	55000000	60000000	nucmer	1746	julius	5000000	chr2B__jul	5
paragon	julius	chr2B	165000000	170000000	nucmer	1747	julius	5000000	chr2B__jul	5
paragon	julius	chr2B	745000000	750000000	nucmer	1748	julius	5000000	chr2B__jul	5
robigus	julius	chr2B	165000000	170000000	nucmer	1749	julius	5000000	chr2B__jul	5
robigus	julius	chr2B	575000000	580000000	nucmer	1750	julius	5000000	chr2B__jul	5
weebil	julius	chr2B	360000000	365000000	nucmer	1752	julius	5000000	chr2B__jul	5
cadenza	lancer	chr2B	0	5000000	nucmer	1753	lancer	5000000	chr2B__lac	5
paragon	landmark	chr2B	10000000	15000000	nucmer	1755	landmark	5000000	chr2B__ldm	5
paragon	landmark	chr2B	755000000	760000000	nucmer	1756	landmark	5000000	chr2B__ldm	5
robigus	landmark	chr2B	745000000	750000000	nucmer	1757	landmark	5000000	chr2B__ldm	5
claire	mace	chr2B	155000000	160000000	nucmer	1758	mace	5000000	chr2B__mac	5
robigus	mace	chr2B	370000000	375000000	nucmer	1759	mace	5000000	chr2B__mac	5
cadenza	stanley	chr2B	690000000	695000000	nucmer	1760	stanley	5000000	chr2B__sta	5
claire	stanley	chr2B	765000000	770000000	nucmer	1761	stanley	5000000	chr2B__sta	5
paragon	stanley	chr2B	785000000	790000000	nucmer	1762	stanley	5000000	chr2B__sta	5
claire	mattis	chr2B	530000000	535000000	nucmer	1765	mattis	5000000	chr2B__sym	5
robigus	mattis	chr2B	115000000	120000000	nucmer	1766	mattis	5000000	chr2B__sym	5
robigus	mattis	chr2B	645000000	650000000	nucmer	1767	mattis	5000000	chr2B__sym	5
robigus	mattis	chr2B	750000000	755000000	nucmer	1768	mattis	5000000	chr2B__sym	5
weebil	mattis	chr2B	325000000	330000000	nucmer	1769	mattis	5000000	chr2B__sym	5
weebil	mattis	chr2B	360000000	365000000	nucmer	1770	mattis	5000000	chr2B__sym	5
weebil	mattis	chr2B	685000000	690000000	nucmer	1771	mattis	5000000	chr2B__sym	5
cadenza	robigus	chr2B	90397033	101440934	BLAST	1782	IWGSCv1.1	11043901	chr2B	5
robigus	cadenza	chr2B	90397033	101440934	BLAST	1782	IWGSCv1.1	11043901	chr2B	5
jagger	stanley	chr2B	27387226	32584189	BLAST	1799	jagger	5196963	chr2B__jag	5
stanley	jagger	chr2B	28352145	33532231	BLAST	1799	stanley	5180086	chr2B__sta	5
jagger	mattis	chr2B	103925611	110458887	BLAST	1803	jagger	6533276	chr2B__jag	5
mattis	jagger	chr2B	103246663	109645150	BLAST	1803	mattis	6398487	chr2B__sym	5
julius	lancer	chr2B	666655361	728171060	BLAST	1809	julius	61515699	chr2B__jul	5
lancer	julius	chr2B	560006962	621054509	BLAST	1809	lancer	61047547	chr2B__lac	5
julius	landmark	chr2B	502634868	508511514	BLAST	1810	julius	5876646	chr2B__jul	5
landmark	julius	chr2B	498093510	504017493	BLAST	1810	landmark	5923983	chr2B__ldm	5
julius	landmark	chr2B	731515005	742006033	BLAST	1811	julius	10491028	chr2B__jul	5
landmark	julius	chr2B	744243965	754678657	BLAST	1811	landmark	10434692	chr2B__ldm	5
julius	mattis	chr2B	492520008	498763753	BLAST	1819	julius	6243745	chr2B__jul	5
mattis	julius	chr2B	491456296	497632835	BLAST	1819	mattis	6176539	chr2B__sym	5
julius	mattis	chr2B	731515005	742101896	BLAST	1821	julius	10586891	chr2B__jul	5
mattis	julius	chr2B	747716774	758272168	BLAST	1821	mattis	10555394	chr2B__sym	5
landmark	mattis	chr2B	678238409	687166342	BLAST	1836	landmark	8927933	chr2B__ldm	5
mattis	landmark	chr2B	680839131	689662353	BLAST	1836	mattis	8823222	chr2B__sym	5
arina	jagger	chr2B	81517783	88650773	BLAST	1857	arina	7132990	chr2B__ari	5
jagger	arina	chr2B	80867339	88061319	BLAST	1857	jagger	7193980	chr2B__jag	5
claire	jagger	chr2B	661459328	668684272	BLAST	1875	IWGSCv1.1	7224944	chr2B	5
jagger	claire	chr2B	661249983	668463976	BLAST	1875	jagger	7213993	chr2B__jag	5
claire	mattis	chr2B	27619449	34867094	BLAST	1882	IWGSCv1.1	7247645	chr2B	5
mattis	claire	chr2B	24182213	33239776	BLAST	1882	mattis	9057563	chr2B__sym	5
claire	weebil	chr2B	249517596	262808224	BLAST	1886	IWGSCv1.1	13290628	chr2B	5
weebil	claire	chr2B	249517596	262808224	BLAST	1886	IWGSCv1.1	13290628	chr2B	5
jagger	weebil	chr2B	22171091	27746710	BLAST	1890	jagger	5575619	chr2B__jag	5
weebil	jagger	chr2B	22617148	28097727	BLAST	1890	IWGSCv1.1	5480579	chr2B	5
jagger	weebil	chr2B	246439456	262642918	BLAST	1893	jagger	16203462	chr2B__jag	5
weebil	jagger	chr2B	249463926	260639789	BLAST	1893	IWGSCv1.1	11175863	chr2B	5
julius	weebil	chr2B	519755336	527062229	BLAST	1898	julius	7306893	chr2B__jul	5
weebil	julius	chr2B	516721011	524029366	BLAST	1898	IWGSCv1.1	7308355	chr2B	5
mace	mattis	chr2B	673433315	680619145	BLAST	1905	mace	7185830	chr2B__mac	5
mace	mattis	chr2B	683614347	684834244	BLAST	1905	mace	1219897	chr2B__mac	5
mattis	mace	chr2B	681289046	689832903	BLAST	1905	mattis	8543857	chr2B__sym	5
paragon	weebil	chr2B	39092813	107785694	BLAST	1910	IWGSCv1.1	68692881	chr2B	5
weebil	paragon	chr2B	39092813	107785694	BLAST	1910	IWGSCv1.1	68692881	chr2B	5
paragon	weebil	chr2B	683001918	691012988	BLAST	1911	IWGSCv1.1	8011070	chr2B	5
weebil	paragon	chr2B	683001918	691012988	BLAST	1911	IWGSCv1.1	8011070	chr2B	5
mattis	weebil	chr2B	250420516	268664637	BLAST	1912	mattis	18244121	chr2B__sym	5
weebil	mattis	chr2B	249517596	262808224	BLAST	1912	IWGSCv1.1	13290628	chr2B	5
cadenza	claire	chr2B	248458450	477575685	BLAST	1919	IWGSCv1.1	229117235	chr2B	5
claire	cadenza	chr2B	248458450	477575685	BLAST	1919	IWGSCv1.1	229117235	chr2B	5
cadenza	paragon	chr2B	39179093	77171083	BLAST	1920	IWGSCv1.1	37991990	chr2B	5
paragon	cadenza	chr2B	39179093	77171083	BLAST	1920	IWGSCv1.1	37991990	chr2B	5
cadenza	paragon	chr2B	482338244	746325173	BLAST	1921	IWGSCv1.1	263986929	chr2B	5
paragon	cadenza	chr2B	482338244	746325173	BLAST	1921	IWGSCv1.1	263986929	chr2B	5
claire	robigus	chr2B	39193723	77166979	BLAST	1922	IWGSCv1.1	37973256	chr2B	5
robigus	claire	chr2B	39193723	77166979	BLAST	1922	IWGSCv1.1	37973256	chr2B	5
claire	robigus	chr2B	636208842	669650161	BLAST	1923	IWGSCv1.1	33441319	chr2B	5
robigus	claire	chr2B	636208842	669650161	BLAST	1923	IWGSCv1.1	33441319	chr2B	5
paragon	robigus	chr2B	12422314	18952084	BLAST	1925	IWGSCv1.1	6529770	chr2B	5
robigus	paragon	chr2B	12422314	18952084	BLAST	1925	IWGSCv1.1	6529770	chr2B	5
paragon	robigus	chr2B	377334561	478907709	BLAST	1926	IWGSCv1.1	101573148	chr2B	5
robigus	paragon	chr2B	377334561	478907709	BLAST	1926	IWGSCv1.1	101573148	chr2B	5
arina	cadenza	chr2B	80098413	86363210	BLAST	1933	arina	6264797	chr2B__ari	5
cadenza	arina	chr2B	74246457	80538576	BLAST	1933	IWGSCv1.1	6292119	chr2B	5
arina	robigus	chr2B	492703495	499249283	BLAST	1937	arina	6545788	chr2B__ari	5
robigus	arina	chr2B	486985861	493565148	BLAST	1937	IWGSCv1.1	6579287	chr2B	5
mace	robigus	chr2B	35192275	69940698	BLAST	1943	mace	34748423	chr2B__mac	5
robigus	mace	chr2B	34416900	68228421	BLAST	1943	IWGSCv1.1	33811521	chr2B	5
arina	landmark	chr2B	501865108	511090944	BLAST	1945	arina	9225836	chr2B__ari	5
landmark	arina	chr2B	494579581	504017493	BLAST	1945	landmark	9437912	chr2B__ldm	5
cadenza	weebil	chr2B	39303538	77166979	BLAST	1946	IWGSCv1.1	37863441	chr2B	5
weebil	cadenza	chr2B	39303538	77166979	BLAST	1946	IWGSCv1.1	37863441	chr2B	5
cadenza	weebil	chr2B	249457969	262808224	BLAST	1947	IWGSCv1.1	13350255	chr2B	5
weebil	cadenza	chr2B	249457969	262808224	BLAST	1947	IWGSCv1.1	13350255	chr2B	5
chinese	norin61	chr2B	672081333	678380036	BLAST	1961	chinese	6298703	chr2B__chi	5
norin61	chinese	chr2B	675023357	681261953	BLAST	1961	norin61	6238596	chr2B__nor	5
jagger	mattis	chr2D	135000000	410000000	nucmer	1962	jagger	275000000	chr2D__jag	5
mattis	jagger	chr2D	120000000	390000000	nucmer	1962	mattis	270000000	chr2D__sym	5
lancer	weebil	chr2D	155000000	370000000	nucmer	1963	lancer	215000000	chr2D__lac	5
julius	arina	chr2D	185000000	335000000	nucmer	1964	julius	150000000	chr2D__jul	5
arina	julius	chr2D	185000000	330000000	nucmer	1964	arina	145000000	chr2D__ari	5
lancer	claire	chr2D	185000000	325000000	nucmer	1965	lancer	140000000	chr2D__lac	5
mace	weebil	chr2D	375000000	505000000	nucmer	1966	mace	130000000	chr2D__mac	5
jagger	claire	chr2D	575000000	660000000	nucmer	1967	jagger	85000000	chr2D__jag	5
mattis	jagger	chr2D	555000000	635000000	nucmer	1968	mattis	80000000	chr2D__sym	5
arina	claire	chr2D	120000000	190000000	nucmer	1969	arina	70000000	chr2D__ari	5
jagger	arina	chr2D	595000000	660000000	nucmer	1970	jagger	65000000	chr2D__jag	5
jagger	julius	chr2D	585000000	650000000	nucmer	1971	jagger	65000000	chr2D__jag	5
julius	jagger	chr2D	575000000	640000000	nucmer	1971	julius	65000000	chr2D__jul	5
arina	robigus	chr2D	330000000	390000000	nucmer	1972	arina	60000000	chr2D__ari	5
arina	robigus	chr2D	480000000	540000000	nucmer	1973	arina	60000000	chr2D__ari	5
landmark	weebil	chr2D	120000000	180000000	nucmer	1974	landmark	60000000	chr2D__ldm	5
mattis	claire	chr2D	460000000	520000000	nucmer	1975	mattis	60000000	chr2D__sym	5
arina	jagger	chr2D	580000000	635000000	nucmer	1970	arina	55000000	chr2D__ari	5
arina	julius	chr2D	580000000	635000000	nucmer	1976	arina	55000000	chr2D__ari	5
lancer	weebil	chr2D	80000000	135000000	nucmer	1977	lancer	55000000	chr2D__lac	5
mattis	paragon	chr2D	460000000	515000000	nucmer	1978	mattis	55000000	chr2D__sym	5
julius	robigus	chr2D	585000000	635000000	nucmer	1979	julius	50000000	chr2D__jul	5
jagger	cadenza	chr2D	490000000	535000000	nucmer	1980	jagger	45000000	chr2D__jag	5
jagger	mace	chr2D	330000000	375000000	nucmer	1981	jagger	45000000	chr2D__jag	5
jagger	paragon	chr2D	490000000	535000000	nucmer	1982	jagger	45000000	chr2D__jag	5
mace	jagger	chr2D	310000000	355000000	nucmer	1981	mace	45000000	chr2D__mac	5
stanley	paragon	chr2D	385000000	430000000	nucmer	1983	stanley	45000000	chr2D__sta	5
mattis	cadenza	chr2D	460000000	505000000	nucmer	1984	mattis	45000000	chr2D__sym	5
mattis	mace	chr2D	310000000	355000000	nucmer	1985	mattis	45000000	chr2D__sym	5
julius	claire	chr2D	555000000	595000000	nucmer	1986	julius	40000000	chr2D__jul	5
landmark	stanley	chr2D	310000000	350000000	nucmer	1987	landmark	40000000	chr2D__ldm	5
mace	mattis	chr2D	310000000	350000000	nucmer	1985	mace	40000000	chr2D__mac	5
stanley	landmark	chr2D	310000000	350000000	nucmer	1987	stanley	40000000	chr2D__sta	5
arina	claire	chr2D	580000000	615000000	nucmer	1988	arina	35000000	chr2D__ari	5
arina	paragon	chr2D	380000000	415000000	nucmer	1989	arina	35000000	chr2D__ari	5
julius	arina	chr2D	590000000	625000000	nucmer	1976	julius	35000000	chr2D__jul	5
julius	robigus	chr2D	160000000	195000000	nucmer	1990	julius	35000000	chr2D__jul	5
julius	robigus	chr2D	430000000	465000000	nucmer	1991	julius	35000000	chr2D__jul	5
lancer	claire	chr2D	355000000	390000000	nucmer	1992	lancer	35000000	chr2D__lac	5
lancer	stanley	chr2D	460000000	495000000	nucmer	1993	lancer	35000000	chr2D__lac	5
stanley	cadenza	chr2D	395000000	430000000	nucmer	1994	stanley	35000000	chr2D__sta	5
stanley	lancer	chr2D	465000000	500000000	nucmer	1993	stanley	35000000	chr2D__sta	5
jagger	claire	chr2D	495000000	525000000	nucmer	1995	jagger	30000000	chr2D__jag	5
jagger	stanley	chr2D	315000000	345000000	nucmer	1996	jagger	30000000	chr2D__jag	5
jagger	mattis	chr2D	495000000	525000000	nucmer	1997	jagger	30000000	chr2D__jag	5
jagger	mattis	chr2D	575000000	605000000	nucmer	1968	jagger	30000000	chr2D__jag	5
jagger	mattis	chr2D	625000000	655000000	nucmer	1968	jagger	30000000	chr2D__jag	5
julius	claire	chr2D	125000000	155000000	nucmer	1998	julius	30000000	chr2D__jul	5
lancer	robigus	chr2D	325000000	355000000	nucmer	1999	lancer	30000000	chr2D__lac	5
landmark	stanley	chr2D	0	30000000	nucmer	2000	landmark	30000000	chr2D__ldm	5
mace	weebil	chr2D	45000000	75000000	nucmer	2001	mace	30000000	chr2D__mac	5
stanley	landmark	chr2D	0	30000000	nucmer	2000	stanley	30000000	chr2D__sta	5
mattis	claire	chr2D	605000000	635000000	nucmer	2002	mattis	30000000	chr2D__sym	5
mattis	jagger	chr2D	475000000	505000000	nucmer	1997	mattis	30000000	chr2D__sym	5
arina	julius	chr2D	405000000	430000000	nucmer	2003	arina	25000000	chr2D__ari	5
arina	lancer	chr2D	330000000	355000000	nucmer	2004	arina	25000000	chr2D__ari	5
jagger	cadenza	chr2D	610000000	635000000	nucmer	2005	jagger	25000000	chr2D__jag	5
jagger	robigus	chr2D	595000000	620000000	nucmer	2006	jagger	25000000	chr2D__jag	5
julius	arina	chr2D	410000000	435000000	nucmer	2003	julius	25000000	chr2D__jul	5
julius	claire	chr2D	620000000	645000000	nucmer	2007	julius	25000000	chr2D__jul	5
